10001	0.08889
10091	0.08791
10181	0.08908
10271	0.08516
10361	0.07882
10451	0.09177
10541	0.07769
10631	0.08447
10721	0.08293
10811	0.0808
10901	0.09007
10991	0.08846
11081	0.09241
11171	0.08887
11261	0.09222
11351	0.08893
11441	0.08279
11531	0.09043
11621	0.09237
11711	0.0898
11801	0.09627
11891	0.07892
11981	0.09581
12071	0.08555
12161	0.07503
12251	0.08325
12341	0.08367
12431	0.08859
12521	0.08616
12611	0.08131
12701	0.08163
12791	0.091
12881	0.08331
12971	0.08969
13061	0.07823
13151	0.08598
13241	0.08144
13331	0.09064
13421	0.08884
13511	0.1006
13601	0.07936
13691	0.08331
13781	0.07904
13871	0.09231
13961	0.08496
14051	0.07546
14141	0.08858
14231	0.08246
14321	0.08352
14411	0.09156
14501	0.08615
14591	0.0885
14681	0.09456
14771	0.07373
14861	0.08238
14951	0.08692
15041	0.08113
15131	0.08672
15221	0.09881
15311	0.09111
15401	0.08376
15491	0.08813
15581	0.09006
15671	0.0759
15761	0.09342
15851	0.09078
15941	0.08184
16031	0.08654
16121	0.0811
16211	0.1138
16301	0.0881
16391	0.09013
16481	0.08518
16571	0.09612
16661	0.09594
16751	0.08113
16841	0.1001
16931	0.08798
17021	0.09479
17111	0.09607
17201	0.08782
17291	0.08454
17381	0.0918
17471	0.0821
17561	0.08108
17651	0.07622
17741	0.08684
17831	0.06607
17921	0.07098
18011	0.09506
18101	0.09017
18191	0.08705
18281	0.08654
18371	0.09216
18461	0.1021
18551	0.08546
18641	0.07628
18731	0.09088
18821	0.07991
18911	0.08573
19001	0.0854
19091	0.07321
19181	0.0825
19271	0.07774
19361	0.09261
19451	0.08635
19541	0.08497
19631	0.08604
19721	0.07658
19811	0.08452
19901	0.09003
19991	0.09143
20081	0.08776
20171	0.08639
20261	0.08808
20351	0.07993
20441	0.07553
20531	0.08451
20621	0.09137
20711	0.08524
20801	0.09952
20891	0.1132
20981	0.1031
21071	0.08534
21161	0.06919
21251	0.07823
21341	0.0849
21431	0.08417
21521	0.08676
21611	0.08331
21701	0.08265
21791	0.08585
21881	0.08001
21971	0.09507
22061	0.0829
22151	0.07972
22241	0.07853
22331	0.07935
22421	0.08384
22511	0.09313
22601	0.09145
22691	0.08929
22781	0.08822
22871	0.08231
22961	0.09463
23051	0.0916
23141	0.08754
23231	0.08523
23321	0.07206
23411	0.0762
23501	0.0941
23591	0.07667
23681	0.1023
23771	0.08016
23861	0.08292
23951	0.0925
24041	0.0889
24131	0.07851
24221	0.06335
24311	0.09106
24401	0.0979
24491	0.09029
24581	0.08934
24671	0.09232
24761	0.0792
24851	0.08787
24941	0.07988
25031	0.09458
25121	0.08864
25211	0.07902
25301	0.08988
25391	0.08623
25481	0.09098
25571	0.09264
25661	0.08935
25751	0.07861
25841	0.09608
25931	0.07173
26021	0.09123
26111	0.09313
26201	0.08383
26291	0.1062
26381	0.0728
26471	0.07816
26561	0.08266
26651	0.1005
26741	0.09715
26831	0.08554
26921	0.09121
27011	0.08529
27101	0.09098
27191	0.1002
27281	0.08809
27371	0.08652
27461	0.1008
27551	0.08129
27641	0.08103
27731	0.08408
27821	0.08584
27911	0.09059
28001	0.1002
28091	0.08593
28181	0.0863
28271	0.09372
28361	0.09061
28451	0.08052
28541	0.07178
28631	0.09222
28721	0.09279
28811	0.08666
28901	0.08737
28991	0.09184
29081	0.09053
29171	0.09076
29261	0.07576
29351	0.07941
29441	0.08015
29531	0.09996
29621	0.08257
29711	0.09049
29801	0.08953
29891	0.08771
29981	0.08954
30071	0.07655
30161	0.07954
30251	0.08181
30341	0.09758
30431	0.08531
30521	0.08466
30611	0.09125
30701	0.08605
30791	0.09301
30881	0.08772
30971	0.08119
31061	0.0945
31151	0.08963
31241	0.0839
31331	0.0968
31421	0.08776
31511	0.09169
31601	0.07962
31691	0.07331
31781	0.08842
31871	0.08667
31961	0.08693
32051	0.09526
32141	0.09787
32231	0.08883
32321	0.08948
32411	0.07939
32501	0.106
32591	0.08244
32681	0.08468
32771	0.1083
32861	0.08536
32951	0.09028
33041	0.0909
33131	0.0887
33221	0.08547
33311	0.09716
33401	0.08481
33491	0.08934
33581	0.07447
33671	0.08389
33761	0.07145
33851	0.088
33941	0.08705
34031	0.09399
34121	0.08855
34211	0.0931
34301	0.08997
34391	0.08737
34481	0.08783
34571	0.09378
34661	0.08165
34751	0.101
34841	0.08969
34931	0.09415
35021	0.07695
35111	0.08684
35201	0.07983
35291	0.09061
35381	0.0926
35471	0.08323
35561	0.09007
35651	0.08725
35741	0.08559
35831	0.09212
35921	0.09073
36011	0.09052
36101	0.08928
36191	0.0869
36281	0.08668
36371	0.08849
36461	0.1036
36551	0.08411
36641	0.08289
36731	0.08972
36821	0.07694
36911	0.08446
37001	0.08927
37091	0.08507
37181	0.0767
37271	0.07634
37361	0.07754
37451	0.0956
37541	0.09059
37631	0.09049
37721	0.08475
37811	0.08817
37901	0.09084
37991	0.1005
38081	0.07432
38171	0.07442
38261	0.07939
38351	0.08587
38441	0.07844
38531	0.08356
38621	0.0879
38711	0.07731
38801	0.0854
38891	0.08274
38981	0.09238
39071	0.08858
39161	0.09081
39251	0.09039
39341	0.09533
39431	0.08125
39521	0.08364
39611	0.08059
39701	0.08765
39791	0.08517
39881	0.07894
39971	0.07539
40061	0.08474
40151	0.09664
40241	0.08943
40331	0.09236
40421	0.08733
40511	0.07986
40601	0.09064
40691	0.08469
40781	0.08103
40871	0.08973
40961	0.09075
41051	0.09023
41141	0.08969
41231	0.09547
41321	0.08628
41411	0.08902
41501	0.08783
41591	0.09115
41681	0.08591
41771	0.08384
41861	0.08944
41951	0.08313
42041	0.0871
42131	0.09272
42221	0.08453
42311	0.08255
42401	0.08522
42491	0.08146
42581	0.09217
42671	0.09317
42761	0.08967
42851	0.08356
42941	0.08268
43031	0.08193
43121	0.09741
43211	0.09371
43301	0.09038
43391	0.09577
43481	0.0693
43571	0.07431
43661	0.08441
43751	0.06834
43841	0.08263
43931	0.08618
44021	0.07923
44111	0.08095
44201	0.07586
44291	0.09095
44381	0.0841
44471	0.08454
44561	0.0912
44651	0.08959
44741	0.09649
44831	0.09709
44921	0.07364
45011	0.08452
45101	0.08902
45191	0.07197
45281	0.08753
45371	0.08647
45461	0.08562
45551	0.09935
45641	0.08839
45731	0.08147
45821	0.09936
45911	0.07986
46001	0.08255
46091	0.08454
46181	0.09021
46271	0.08919
46361	0.1011
46451	0.08832
46541	0.08827
46631	0.08745
46721	0.09206
46811	0.09148
46901	0.08626
46991	0.0939
47081	0.09468
47171	0.09973
47261	0.09132
47351	0.07346
47441	0.08357
47531	0.08128
47621	0.08622
47711	0.08839
47801	0.08659
47891	0.09544
47981	0.07298
48071	0.08619
48161	0.08493
48251	0.08102
48341	0.09438
48431	0.07337
48521	0.0879
48611	0.09906
48701	0.08479
48791	0.08761
48881	0.08945
48971	0.08343
49061	0.08864
49151	0.07556
49241	0.08504
49331	0.08857
49421	0.09179
49511	0.09194
49601	0.07568
49691	0.08302
49781	0.08619
49871	0.09018
49961	0.1067
50051	0.08662
50141	0.09082
50231	0.102
50321	0.07684
50411	0.08459
50501	0.09374
50591	0.07952
50681	0.09208
50771	0.08675
50861	0.08741
50951	0.08163
51041	0.08543
51131	0.1022
51221	0.082
51311	0.08459
51401	0.07916
51491	0.07438
51581	0.09652
51671	0.08227
51761	0.09104
51851	0.07339
51941	0.07901
52031	0.09356
52121	0.09624
52211	0.09093
52301	0.08892
52391	0.08537
52481	0.08412
52571	0.0856
52661	0.0849
52751	0.0837
52841	0.09351
52931	0.0913
53021	0.0973
53111	0.08612
53201	0.09491
53291	0.09021
53381	0.08032
53471	0.09244
53561	0.101
53651	0.06933
53741	0.08485
53831	0.08874
53921	0.08035
54011	0.08181
54101	0.08371
54191	0.08307
54281	0.08587
54371	0.09369
54461	0.09306
54551	0.08856
54641	0.07932
54731	0.08954
54821	0.09543
54911	0.09048
55001	0.08748
55091	0.07858
55181	0.09441
55271	0.08057
55361	0.09388
55451	0.09139
55541	0.08391
55631	0.08474
55721	0.08953
55811	0.09336
55901	0.08091
55991	0.08591
56081	0.0922
56171	0.09093
56261	0.09248
56351	0.08744
56441	0.08428
56531	0.08551
56621	0.08575
56711	0.08846
56801	0.06788
56891	0.08259
56981	0.08752
57071	0.0863
57161	0.08837
57251	0.08936
57341	0.08427
57431	0.0787
57521	0.08473
57611	0.0868
57701	0.0896
57791	0.08707
57881	0.08371
57971	0.09148
58061	0.0763
58151	0.09888
58241	0.08647
58331	0.08057
58421	0.09459
58511	0.1086
58601	0.08238
58691	0.082
58781	0.08899
58871	0.07528
58961	0.09255
59051	0.1164
59141	0.0837
59231	0.08224
59321	0.07887
59411	0.09257
59501	0.08291
59591	0.06932
59681	0.09489
59771	0.08379
59861	0.09204
59951	0.08703
60041	0.0971
60131	0.08883
60221	0.07934
60311	0.08436
60401	0.08447
60491	0.07503
60581	0.08242
60671	0.09643
60761	0.1026
60851	0.09022
60941	0.08008
61031	0.09823
61121	0.102
61211	0.09618
61301	0.09421
61391	0.09872
61481	0.09208
61571	0.08425
61661	0.09848
61751	0.08536
61841	0.07939
61931	0.0978
62021	0.09421
62111	0.08815
62201	0.07555
62291	0.09479
62381	0.09696
62471	0.07887
62561	0.08917
62651	0.09886
62741	0.09215
62831	0.085
62921	0.07332
63011	0.0852
63101	0.09494
63191	0.08887
63281	0.09094
63371	0.08271
63461	0.09756
63551	0.08673
63641	0.08435
63731	0.08249
63821	0.0872
63911	0.09818
64001	0.08843
64091	0.0917
64181	0.09694
64271	0.07833
64361	0.09266
64451	0.08998
64541	0.08556
64631	0.0971
64721	0.1124
64811	0.08189
64901	0.08129
64991	0.07693
65081	0.08468
65171	0.07704
65261	0.08345
65351	0.08292
65441	0.08791
65531	0.09406
65621	0.07274
65711	0.08543
65801	0.08047
65891	0.08588
65981	0.08932
66071	0.09439
66161	0.08815
66251	0.07963
66341	0.09237
66431	0.08119
66521	0.07958
66611	0.07996
66701	0.09465
66791	0.09329
66881	0.09224
66971	0.07732
67061	0.09863
67151	0.08489
67241	0.08933
67331	0.08697
67421	0.09382
67511	0.08126
67601	0.09495
67691	0.09349
67781	0.09491
67871	0.08561
67961	0.08281
68051	0.08092
68141	0.08387
68231	0.08896
68321	0.08657
68411	0.07844
68501	0.07883
68591	0.08782
68681	0.08006
68771	0.07756
68861	0.0935
68951	0.0854
69041	0.0826
69131	0.09016
69221	0.09174
69311	0.08712
69401	0.08383
69491	0.08864
69581	0.09707
69671	0.08399
69761	0.08368
69851	0.07803
69941	0.09743
70031	0.0895
70121	0.09871
70211	0.09784
70301	0.08849
70391	0.08813
70481	0.07539
70571	0.07914
70661	0.07687
70751	0.07558
70841	0.08707
70931	0.08925
71021	0.09295
71111	0.08764
71201	0.09503
71291	0.07665
71381	0.07538
71471	0.09642
71561	0.09794
71651	0.08507
71741	0.0755
71831	0.08158
71921	0.08345
72011	0.07626
72101	0.08493
72191	0.08839
72281	0.08374
72371	0.08439
72461	0.08908
72551	0.09662
72641	0.09303
72731	0.08149
72821	0.08538
72911	0.08028
73001	0.08172
73091	0.09446
73181	0.08691
73271	0.09236
73361	0.08481
73451	0.08314
73541	0.09443
73631	0.07766
73721	0.08305
73811	0.09175
73901	0.09089
73991	0.08051
74081	0.0892
74171	0.07989
74261	0.08557
74351	0.0818
74441	0.08768
74531	0.08618
74621	0.09048
74711	0.09076
74801	0.08379
74891	0.09941
74981	0.08336
75071	0.08064
75161	0.08415
75251	0.0759
75341	0.08171
75431	0.07499
75521	0.07612
75611	0.1018
75701	0.08932
75791	0.09072
75881	0.0907
75971	0.08025
76061	0.08671
76151	0.08894
76241	0.07488
76331	0.07796
76421	0.08977
76511	0.09225
76601	0.08861
76691	0.08645
76781	0.08676
76871	0.08521
76961	0.08535
77051	0.08471
77141	0.08012
77231	0.1015
77321	0.09038
77411	0.09481
77501	0.08716
77591	0.08734
77681	0.09456
77771	0.08739
77861	0.08737
77951	0.08177
78041	0.09834
78131	0.087
78221	0.08813
78311	0.0898
78401	0.08358
78491	0.08731
78581	0.0866
78671	0.087
78761	0.07692
78851	0.1033
78941	0.08463
79031	0.08501
79121	0.0984
79211	0.07774
79301	0.08998
79391	0.08274
79481	0.08995
79571	0.08542
79661	0.08921
79751	0.09632
79841	0.07982
79931	0.08825
80021	0.08665
80111	0.08363
80201	0.08461
80291	0.09534
80381	0.0845
80471	0.0853
80561	0.0892
80651	0.08888
80741	0.09048
80831	0.08461
80921	0.07409
81011	0.0788
81101	0.088
81191	0.08589
81281	0.08055
81371	0.08606
81461	0.1009
81551	0.0986
81641	0.08316
81731	0.07803
81821	0.08746
81911	0.09799
82001	0.08421
82091	0.074
82181	0.08435
82271	0.08555
82361	0.07944
82451	0.08086
82541	0.07712
82631	0.08094
82721	0.09501
82811	0.09054
82901	0.08542
82991	0.09407
83081	0.0743
83171	0.09993
83261	0.09097
83351	0.09896
83441	0.08117
83531	0.07912
83621	0.0893
83711	0.08562
83801	0.08614
83891	0.08933
83981	0.0904
84071	0.08501
84161	0.08481
84251	0.08566
84341	0.08774
84431	0.08979
84521	0.07605
84611	0.09169
84701	0.0803
84791	0.08731
84881	0.09635
84971	0.09247
85061	0.08584
85151	0.08448
85241	0.0814
85331	0.09675
85421	0.08989
85511	0.08824
85601	0.08255
85691	0.09606
85781	0.08644
85871	0.0829
85961	0.08648
86051	0.09887
86141	0.0969
86231	0.08818
86321	0.08862
86411	0.08207
86501	0.09588
86591	0.08357
86681	0.08404
86771	0.073
86861	0.08799
86951	0.08414
87041	0.08435
87131	0.09462
87221	0.08719
87311	0.09442
87401	0.0807
87491	0.08246
87581	0.07236
87671	0.08433
87761	0.07957
87851	0.09612
87941	0.084
88031	0.08783
88121	0.09595
88211	0.0947
88301	0.0843
88391	0.07763
88481	0.08814
88571	0.07637
88661	0.09224
88751	0.07812
88841	0.07561
88931	0.08452
89021	0.07638
89111	0.07129
89201	0.08703
89291	0.08573
89381	0.08083
89471	0.08695
89561	0.08399
89651	0.09208
89741	0.07838
89831	0.08003
89921	0.09288
90011	0.07265
90101	0.08073
90191	0.08029
90281	0.07324
90371	0.08752
