"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45"
"11" 5.96797862505354 5.90849313470388 5.94586533675195 5.91849757969826 6.11241050258903 5.6120367895054 5.82062401530847 5.90577294252076 5.87429473445189 5.75832856095652 6.08624849062979 5.94655869882339 5.85661886698854 6.06814044985986 6.16569833839846 5.91258078557331 6.2440083859827 6.10771575612025 6.06308354956038 6.02334774509574 5.7344353937043 6.04766689548476 5.9530826869188 6.0615753097649 5.88164057342625 6.09883969970169 6.18359450317558 5.93639513495112 5.87665011023253 5.89810857097549 5.86339764922131 6.05087406609743 6.14494552171676 6.0701676447169 5.92932831580979 5.97471460078734 5.96943414759168 6.07167234001081 5.75186929106039 5.76883839658721 6.22489850153211 5.81549858978575 6.09840774037984 6.04091831950619 5.75925375838262
"12" 5.99218002251091 5.97843322000516 5.98786726283888 6.16835979792638 5.99955986132671 6.12152773038733 6.07767824332861 6.14804099092287 6.1499458747929 6.04842587249848 6.08305805686446 6.09301444163893 6.14211200588142 5.93343621275229 6.05484943620319 5.94453043721138 6.17727135641735 6.11739836405184 5.98783733861897 6.06684463324623 6.06884528717541 5.80066929908854 6.04310912114809 6.0394005803445 6.07596720532402 6.20809480167937 6.02745296052965 6.04601235073117 6.081221129506 6.14361228944405 5.8991394378154 5.96858268467743 6.13448224198168 6.00030854882591 6.19018674847077 5.92529403601784 5.97151169196508 6.06491450046423 5.95986643527302 5.93923582967017 5.89145316763884 6.19895124030002 5.98150468292225 5.91362228874054 5.98453757723998
"13" 9.34633190163235 9.21024983584258 8.69395210704043 8.88546734722065 8.9371329712807 9.40050999586491 9.24482158542816 8.90712484192787 9.07840880515741 9.32976490735114 8.94579177430693 8.95197056028986 8.82689941154782 8.95570098347625 8.79766800899072 8.54980743473123 9.04416669260017 8.65904733060169 9.10465073900692 9.29607328688507 9.18002941618048 9.35957821782779 9.26998163709384 9.31737535783334 8.94244625900125 8.82259672757156 9.03391356404181 9.11839929104185 8.85289589217473 8.93447879268442 8.7330069436026 9.39529644202848 8.70067766787552 9.1073218587531 8.74036734641539 8.61186958538167 8.71605272994903 9.071033234942 9.33582769406707 8.71531286511048 8.91511296146055 9.2228214338135 8.91741215104406 9.03287507935354 9.34286561669129
"14" 5.88855080733153 5.88621933312283 5.93436275481407 6.04335132537737 6.2430742864521 5.82579244630313 6.26191360933831 6.3094411075254 6.01848584617236 6.32270449165658 6.29422660944089 6.14327328762494 6.21666581304445 5.95479968140877 6.15855083524817 7.38670350992379 6.27948967687264 6.31257614947959 5.94748703077263 5.90913781906042 5.90636961436144 5.96019708110546 6.23319745415797 6.14884167632312 6.02998959203874 5.89427061170911 6.23661735658456 5.91613806717369 6.3383108588392 6.08830789751789 6.11013242080975 6.07500566585052 6.08780231908201 6.07612980970954 6.35003176293643 6.05693591973107 6.35758517277475 6.05186189129239 6.21778534669127 6.08139595607916 6.18306428044311 5.99654318400914 6.10724031125427 6.15061533170321 6.03154722837374
"15" 10.4640440882559 9.78398122408701 9.77584291599523 10.3403100422393 11.1725235219148 10.3043374851982 10.9643923202135 10.4109925740763 10.875798567221 10.175997019925 10.1377063283982 11.1948086060833 10.4818297126181 10.8530543507273 10.1897869876088 10.0040493728055 10.561382563154 9.92829842822981 10.2511038706761 10.5337686051892 11.0149669714041 10.5012971288329 10.0639156480325 10.4999781011613 10.3129395913904 10.0572118560392 10.8288043831555 10.399607388742 10.0583896206188 10.1075375357255 9.61279861804096 10.7607828370342 9.29872873218227 10.1896824423458 10.0581701548252 9.96954168792341 10.0615158683959 10.1121419793507 10.7173380332813 10.8264822419811 10.2910331486625 10.536150026715 10.2821867867132 10.4518223786536 9.9059197743706
"16" 6.20524913410867 6.13472445507149 6.16245933887489 6.22237745868468 6.10969414269934 6.15169496760533 6.18748277354153 5.78245679387241 6.26456203946509 6.01922546215141 5.9763362013197 6.15695768806639 6.29566341940443 6.15978318092649 6.06196432091997 6.22026868627394 6.16725888756415 5.90805098059412 6.28518503178099 5.95590579673363 6.05341797007178 5.95174538702789 6.15558401231142 6.21492874302572 6.20481483544844 6.05873001209546 5.97735141691679 5.77933998650537 6.32294278945057 6.21999391963885 6.07563454044663 6.052542439761 6.27152340155894 6.09513250884326 6.12718991644732 5.98320982573677 5.99028081747474 6.01493399007146 6.12602029575002 6.2610521919983 6.16485688574869 5.91762463843461 6.02049765503151 6.28983176461071 6.0067207371292
"17" 11.6786334516938 10.583609670976 11.1267264228829 11.3320084773297 11.2339903647998 11.2113919017893 11.666755265733 11.6218783445848 11.096489850009 11.3446039673427 11.3459632320421 11.594421862721 11.1641547204318 11.1627524014381 11.2398186976614 10.9361798816937 11.0957967398008 11.0029218314201 11.2419732414412 11.3250312715262 11.482229001642 11.7081945895363 11.2419949730506 11.2395668754772 10.9662472935729 11.0704175504208 11.3745189195629 11.3161207892517 11.3723874279687 11.3086044148702 11.4610248128146 11.8807218420897 11.3134296775552 11.7653004124911 11.1923481465604 10.9592137563374 11.2941591471436 11.6035241193401 12.1009058689245 11.2690717185894 11.3010546939911 11.5042165986423 11.3776446084091 11.798565200778 11.6905225685119
"18" 6.01576252805498 8.78669255653556 6.07414519400662 9.27530375864374 9.41882016756113 9.66286106380989 8.34381920951495 9.95058338876515 9.10698837746687 9.68497451335583 6.17965704940553 6.19992287568591 9.0873430226357 8.66392025412985 9.85451451330032 6.78765304914077 8.66258897346376 7.65340921291027 9.22007994490718 7.8638023308204 9.07366718917547 8.51587216787949 9.21461173669 6.08058514083334 7.17064476378801 8.25709804016616 9.15172260206367 5.79087252157534 5.77221891787041 5.78157490250482 9.43839268445537 6.2095575142979 8.63168460858276 9.44338056259271 9.15542381038259 9.31563804771401 8.76217769793443 8.28790591866261 10.3336161522306 9.68110531250827 9.76150698719742 9.50819465732629 9.53374727364272 9.31486880617948 9.64609341387453
"19" 9.14726512584981 9.08719243751383 9.08402756637531 8.91500317764486 9.34840767658514 9.08028931982442 9.34735154175595 9.50918253492891 9.14979860204388 9.10321143679372 9.23157393819974 9.09277020416876 9.32750539426967 8.85972315916654 9.01594364840356 8.85704479256044 9.19470463750617 8.95242788303661 9.30390789246868 8.94739685468455 8.9366201990003 9.29831652436908 9.36825343217584 8.74749868604017 8.62146358249711 8.83083596085351 9.28307975333172 8.79909626562966 8.51708392452824 8.93791656570202 8.94426184905452 9.22543504393331 8.64059013990689 8.97640438345177 8.81906861097964 8.29648993345564 8.92735586953284 8.71630320580472 8.9913262768445 9.05982048498732 9.07718871125214 9.31105572589704 8.74402693473893 9.08941112333007 9.5639036286928
"20" 9.35085918996867 9.50360504898697 9.28239572821205 9.22563219714526 9.16871365038038 9.75773425824007 9.26479761251571 9.74818087343141 9.25010088439672 9.09859086793164 9.14196935787227 9.11751709658941 9.73760043218084 9.47355374154428 9.44824530485729 9.65843515950355 9.43219793059892 9.22239289337501 9.63849906786012 9.54882298537641 9.24817952839508 9.34343553192856 9.55226321626471 9.22984317121026 9.41770696913589 9.81758621730595 9.19618731936818 9.07894119027237 9.32560528233733 9.485995469342 9.68895527993939 9.32229288855247 8.93290608306394 9.25734614309852 9.52514846387139 8.81533283721703 8.99997004707273 8.81453859832819 9.41372542011813 9.16468392295927 9.51245467576717 9.62099675422732 9.22281402108882 9.24902630328973 9.58112878304376
